ticket_id,created_at,category,priority,status,response_time_hrs,resolution_time_hrs,agent_id,customer_rating,issue_summary
TKT-0226,2024-02-05 07:47:40,Technical,Medium,Resolved,2.41,22.14,AGT-02,3,Dashboard charts fail to render
TKT-0303,2024-02-05 11:09:36,General,Medium,Resolved,2.04,2.54,AGT-04,2,Request for onboarding session
TKT-0137,2024-02-05 11:29:02,Billing,High,Resolved,2.76,6.34,AGT-11,2,Duplicate charge on monthly invoice
TKT-0012,2024-02-05 16:03:14,Billing,Medium,Resolved,1.41,2.97,AGT-09,1,Subscription renewed despite cancellation
TKT-0025,2024-02-05 19:15:38,Technical,Medium,Escalated,9.39,,AGT-01,,Dashboard charts fail to render
TKT-0236,2024-02-05 20:40:12,Technical,Medium,Open,3.44,,AGT-06,,Mobile app crashes on startup
TKT-0316,2024-02-06 16:01:22,Technical,High,Resolved,2.65,32.02,AGT-10,3,Mobile app crashes on startup
TKT-0181,2024-02-06 21:31:11,Billing,Low,Resolved,4.21,4.78,AGT-03,4,Invoice shows incorrect tax amount
TKT-0404,2024-02-07 01:27:00,Billing,High,Open,5.25,,AGT-06,,Invoice shows incorrect tax amount
TKT-0395,2024-02-07 06:05:05,Technical,High,Resolved,2.4,25.12,AGT-04,4,Login fails with 500 error
TKT-0259,2024-02-07 11:16:29,Technical,Low,Resolved,3.33,51.84,AGT-08,5,Webhook deliveries silently dropped
TKT-0148,2024-02-07 15:15:52,Technical,Medium,Resolved,1.85,47.75,AGT-04,5,Webhook deliveries silently dropped
TKT-0408,2024-02-07 16:14:43,Technical,High,Open,3.1,,AGT-10,,Dashboard charts fail to render
TKT-0080,2024-02-08 00:37:29,Billing,Medium,Open,4.36,,AGT-02,,Subscription renewed despite cancellation
TKT-0041,2024-02-08 04:00:03,Technical,Low,Resolved,4.88,8.55,AGT-08,5,Dashboard charts fail to render
TKT-0232,2024-02-08 08:31:18,Billing,Low,Escalated,2.6,,AGT-02,,Subscription renewed despite cancellation
TKT-0208,2024-02-08 14:58:32,Technical,High,Resolved,2.24,173.04,AGT-02,5,Mobile app crashes on startup
TKT-0249,2024-02-09 04:48:41,Technical,Medium,Resolved,8.1,18.62,AGT-01,5,Webhook deliveries silently dropped
TKT-0052,2024-02-09 06:05:19,Billing,Low,Resolved,4.04,12.28,AGT-09,5,Refund not received after cancellation
TKT-0271,2024-02-09 07:53:14,Billing,Medium,Open,3.88,,AGT-06,,Refund not received after cancellation
TKT-0242,2024-02-09 13:09:44,General,Medium,Escalated,3.71,,AGT-03,,Request for onboarding session
TKT-0270,2024-02-09 13:50:06,Billing,Critical,Resolved,0.34,13.01,AGT-10,3,Promo code not applied at checkout
TKT-0416,2024-02-09 20:53:36,General,Low,Open,1.05,,AGT-03,,Question about plan limits
TKT-0030,2024-02-10 04:34:24,Billing,Low,Resolved,5.47,15.58,AGT-09,4,Invoice shows incorrect tax amount
TKT-0346,2024-02-10 13:02:04,Billing,High,Resolved,3.04,11.13,AGT-12,5,Promo code not applied at checkout
TKT-0120,2024-02-10 16:33:37,Billing,Low,Resolved,1.91,9.87,AGT-01,3,Invoice shows incorrect tax amount
TKT-0459,2024-02-10 17:40:45,General,Low,Resolved,2.07,10.75,AGT-07,2,Feature request: dark mode
TKT-0029,2024-02-10 18:27:07,Technical,High,Resolved,2.85,21.07,AGT-11,3,Dashboard charts fail to render
TKT-0498,2024-02-10 23:54:05,Billing,Medium,Resolved,6.13,16.03,AGT-09,3,Refund not received after cancellation
TKT-0295,2024-02-11 06:34:55,Technical,Low,Escalated,5.0,,AGT-02,,Mobile app crashes on startup
TKT-0101,2024-02-11 08:46:50,Billing,Low,Open,3.62,,AGT-07,,Invoice shows incorrect tax amount
TKT-0299,2024-02-11 12:57:12,General,Low,Resolved,1.28,4.6,AGT-06,3,Question about plan limits
TKT-0258,2024-02-11 17:25:48,Technical,Medium,Resolved,4.18,23.32,AGT-03,5,SSO redirect loop after password reset
TKT-0223,2024-02-12 00:57:19,General,Critical,Resolved,0.92,5.74,AGT-08,3,Clarification on data retention policy
TKT-0197,2024-02-12 01:18:49,Technical,Medium,Resolved,3.19,15.37,AGT-05,2,Data export times out on large accounts
TKT-0484,2024-02-12 03:49:46,Billing,Medium,Resolved,1.81,13.29,AGT-04,5,Subscription renewed despite cancellation
TKT-0086,2024-02-12 06:11:06,General,Low,Resolved,2.42,3.43,AGT-09,5,Question about plan limits
TKT-0060,2024-02-12 09:38:58,Technical,High,Resolved,1.92,23.18,AGT-03,5,Login fails with 500 error
TKT-0057,2024-02-12 11:03:34,General,Medium,Escalated,0.71,,AGT-10,,Question about plan limits
TKT-0278,2024-02-12 20:00:58,Technical,Medium,Resolved,2.98,82.38,AGT-12,4,Webhook deliveries silently dropped
TKT-0079,2024-02-13 15:34:46,Billing,High,Resolved,1.56,11.65,AGT-09,4,Duplicate charge on monthly invoice
TKT-0202,2024-02-13 22:09:27,Technical,Low,Resolved,7.32,19.56,AGT-07,5,Data export times out on large accounts
TKT-0429,2024-02-14 03:19:15,Technical,High,Resolved,1.66,7.28,AGT-07,3,API returns stale results after update
TKT-0179,2024-02-14 14:39:31,Billing,Medium,Open,1.04,,AGT-03,,Subscription renewed despite cancellation
TKT-0308,2024-02-14 22:51:11,Technical,Low,Resolved,2.99,134.53,AGT-08,3,Webhook deliveries silently dropped
TKT-0353,2024-02-15 00:41:53,General,High,Resolved,0.91,4.29,AGT-09,2,How to add a team member
TKT-0294,2024-02-15 02:46:49,General,High,Resolved,1.04,7.19,AGT-01,5,Clarification on data retention policy
TKT-0476,2024-02-15 04:24:03,Technical,Medium,Open,3.75,,AGT-07,,API returns stale results after update
TKT-0113,2024-02-15 04:38:15,Billing,High,Resolved,1.33,5.19,AGT-09,4,Invoice shows incorrect tax amount
TKT-0474,2024-02-15 05:35:46,Technical,High,Resolved,3.01,7.8,AGT-05,5,Mobile app crashes on startup
TKT-0380,2024-02-15 10:30:30,Technical,Medium,Escalated,4.53,,AGT-12,,Dashboard charts fail to render
TKT-0142,2024-02-15 16:33:19,Technical,High,Resolved,2.98,6.41,AGT-10,4,Mobile app crashes on startup
TKT-0183,2024-02-15 18:50:59,General,Medium,Resolved,1.39,9.72,AGT-05,4,Question about plan limits
TKT-0107,2024-02-15 23:52:09,Technical,Low,Resolved,5.08,18.22,AGT-06,3,Mobile app crashes on startup
TKT-0175,2024-02-16 02:01:44,Technical,Medium,Resolved,9.17,9.67,AGT-04,4,Mobile app crashes on startup
TKT-0147,2024-02-16 11:34:32,General,Medium,Resolved,1.25,37.38,AGT-05,4,How to add a team member
TKT-0399,2024-02-16 13:25:13,General,Medium,Resolved,4.47,11.3,AGT-11,1,Clarification on data retention policy
TKT-0004,2024-02-16 17:03:25,Technical,Low,Escalated,2.96,,AGT-04,,SSO redirect loop after password reset
TKT-0439,2024-02-16 21:00:22,General,Medium,Resolved,0.88,3.25,AGT-08,4,Question about plan limits
TKT-0239,2024-02-17 04:35:14,Technical,Low,Open,6.88,,AGT-08,,Mobile app crashes on startup
TKT-0460,2024-02-17 07:35:03,General,Low,Resolved,1.4,3.64,AGT-03,5,Request for onboarding session
TKT-0257,2024-02-17 08:38:59,Technical,Critical,Resolved,0.56,18.35,AGT-03,3,SSO redirect loop after password reset
TKT-0155,2024-02-17 11:08:34,General,Low,Resolved,3.31,3.81,AGT-04,5,Question about plan limits
TKT-0455,2024-02-17 13:26:07,General,Low,Resolved,2.97,9.28,AGT-07,3,Feature request: dark mode
TKT-0220,2024-02-17 14:11:20,Billing,High,Resolved,1.23,22.24,AGT-12,3,Subscription renewed despite cancellation
TKT-0323,2024-02-17 15:30:43,Billing,High,Resolved,2.37,30.9,AGT-12,1,Duplicate charge on monthly invoice
TKT-0390,2024-02-17 19:09:55,General,Medium,Open,2.88,,AGT-12,,Question about plan limits
TKT-0377,2024-02-17 19:31:24,Technical,Low,Resolved,7.38,16.73,AGT-03,2,Webhook deliveries silently dropped
TKT-0109,2024-02-17 23:34:14,Technical,Medium,Open,8.99,,AGT-10,,SSO redirect loop after password reset
TKT-0454,2024-02-17 23:52:40,Billing,Medium,Escalated,4.76,,AGT-08,,Refund not received after cancellation
TKT-0042,2024-02-18 03:59:51,General,Medium,Resolved,6.05,16.87,AGT-12,5,Request for onboarding session
TKT-0496,2024-02-18 05:00:41,Billing,Low,Resolved,2.61,7.77,AGT-12,5,Invoice shows incorrect tax amount
TKT-0127,2024-02-18 13:51:31,Technical,High,Resolved,1.38,27.03,AGT-05,5,API returns stale results after update
TKT-0363,2024-02-18 13:53:14,Billing,Medium,Resolved,2.43,5.98,AGT-05,3,Invoice shows incorrect tax amount
TKT-0154,2024-02-18 14:09:47,Billing,Medium,Escalated,1.8,,AGT-03,,Unable to update payment method
TKT-0095,2024-02-18 18:46:57,Billing,Critical,Resolved,0.33,9.09,AGT-10,5,Subscription renewed despite cancellation
TKT-0145,2024-02-18 19:27:43,Technical,Medium,Resolved,2.6,58.0,AGT-11,1,Dashboard charts fail to render
TKT-0331,2024-02-18 23:05:07,General,Medium,Escalated,1.28,,AGT-09,,How to add a team member
TKT-0443,2024-02-19 00:04:10,Technical,Low,Escalated,8.6,,AGT-08,,Webhook deliveries silently dropped
TKT-0413,2024-02-19 01:04:56,General,Low,Resolved,3.76,4.26,AGT-07,4,Feature request: dark mode
TKT-0250,2024-02-19 08:21:56,Billing,Low,Escalated,6.49,,AGT-12,,Subscription renewed despite cancellation
TKT-0017,2024-02-19 14:37:23,Billing,Low,Resolved,3.72,10.35,AGT-06,4,Refund not received after cancellation
TKT-0318,2024-02-19 15:30:49,General,Medium,Resolved,2.64,3.15,AGT-06,5,Request for onboarding session
TKT-0283,2024-02-19 20:52:19,Technical,Low,Open,5.79,,AGT-02,,Dashboard charts fail to render
TKT-0319,2024-02-19 22:50:36,General,High,Resolved,0.75,12.89,AGT-12,4,Feature request: dark mode
TKT-0280,2024-02-19 23:26:11,General,Critical,Open,0.31,,AGT-04,,Clarification on data retention policy
TKT-0453,2024-02-20 03:22:15,Technical,Medium,Escalated,5.28,,AGT-02,,SSO redirect loop after password reset
TKT-0253,2024-02-20 07:10:16,General,Low,Open,5.15,,AGT-11,,Request for onboarding session
TKT-0049,2024-02-20 08:32:09,Billing,Medium,Resolved,5.75,11.85,AGT-12,1,Duplicate charge on monthly invoice
TKT-0266,2024-02-20 09:45:31,Technical,Low,Resolved,6.23,24.93,AGT-11,4,Webhook deliveries silently dropped
TKT-0275,2024-02-20 18:58:17,Technical,High,Escalated,2.41,,AGT-01,,Mobile app crashes on startup
TKT-0400,2024-02-20 20:22:12,General,High,Escalated,0.59,,AGT-07,,Request for onboarding session
TKT-0168,2024-02-21 02:59:46,Technical,Medium,Open,3.1,,AGT-05,,Login fails with 500 error
TKT-0203,2024-02-21 04:47:20,Technical,Critical,Open,0.94,,AGT-05,,Login fails with 500 error
TKT-0051,2024-02-21 05:49:47,Technical,Medium,Resolved,3.31,154.89,AGT-09,4,API returns stale results after update
TKT-0277,2024-02-21 06:10:05,Technical,Medium,Resolved,7.27,26.18,AGT-10,4,Data export times out on large accounts
TKT-0033,2024-02-21 11:36:03,Billing,Low,Open,3.54,,AGT-06,,Invoice shows incorrect tax amount
TKT-0304,2024-02-21 17:06:05,Billing,High,Resolved,2.42,8.52,AGT-07,3,Refund not received after cancellation
TKT-0480,2024-02-21 17:26:05,Technical,Low,Resolved,8.42,17.1,AGT-08,5,Data export times out on large accounts
TKT-0375,2024-02-21 19:19:52,Technical,Medium,Resolved,3.3,13.32,AGT-08,5,Login fails with 500 error
TKT-0312,2024-02-21 21:07:45,Technical,Critical,Open,1.33,,AGT-05,,SSO redirect loop after password reset
TKT-0334,2024-02-22 10:21:28,General,Medium,Escalated,2.89,,AGT-04,,Clarification on data retention policy
TKT-0391,2024-02-22 14:00:39,Technical,Medium,Resolved,9.11,75.06,AGT-07,2,Data export times out on large accounts
TKT-0315,2024-02-22 14:16:11,Billing,Critical,Escalated,0.87,,AGT-07,,Unable to update payment method
TKT-0069,2024-02-22 14:17:00,Billing,High,Open,2.92,,AGT-03,,Invoice shows incorrect tax amount
TKT-0415,2024-02-22 19:30:41,Technical,Medium,Open,6.2,,AGT-08,,Webhook deliveries silently dropped
TKT-0071,2024-02-23 01:57:21,General,Critical,Resolved,0.37,7.78,AGT-10,3,Clarification on data retention policy
TKT-0344,2024-02-23 03:32:08,Technical,Medium,Escalated,3.74,,AGT-11,,API returns stale results after update
TKT-0055,2024-02-23 04:26:48,General,Critical,Open,1.12,,AGT-01,,Request for onboarding session
TKT-0139,2024-02-23 15:07:56,General,Low,Open,2.29,,AGT-10,,Feature request: dark mode
TKT-0322,2024-02-23 21:26:09,General,Medium,Resolved,3.76,4.26,AGT-01,3,Feature request: dark mode
TKT-0307,2024-02-23 22:22:40,Technical,Critical,Open,0.7,,AGT-06,,SSO redirect loop after password reset
TKT-0382,2024-02-24 03:07:03,Technical,Low,Escalated,20.25,,AGT-09,,Webhook deliveries silently dropped
TKT-0244,2024-02-24 03:33:43,Billing,Medium,Open,3.5,,AGT-10,,Subscription renewed despite cancellation
TKT-0321,2024-02-24 09:33:40,General,Medium,Open,1.74,,AGT-02,,Feature request: dark mode
TKT-0494,2024-02-24 09:58:18,General,Critical,Resolved,0.36,3.34,AGT-06,2,Feature request: dark mode
TKT-0222,2024-02-24 14:46:49,Technical,Low,Resolved,5.99,16.74,AGT-08,4,API returns stale results after update
TKT-0497,2024-02-24 20:44:27,Billing,Medium,Resolved,2.67,19.43,AGT-06,3,Invoice shows incorrect tax amount
TKT-0445,2024-02-24 23:14:54,General,Medium,Escalated,0.77,,AGT-03,,How to add a team member
TKT-0097,2024-02-25 02:35:00,Billing,Medium,Resolved,3.12,7.06,AGT-11,5,Subscription renewed despite cancellation
TKT-0350,2024-02-25 03:33:11,Billing,Medium,Resolved,1.73,5.02,AGT-10,5,Unable to update payment method
TKT-0046,2024-02-25 09:49:02,Billing,Critical,Resolved,0.37,5.5,AGT-11,4,Unable to update payment method
TKT-0349,2024-02-25 13:29:41,General,Medium,Resolved,2.92,5.84,AGT-06,2,Request for onboarding session
TKT-0248,2024-02-25 13:32:49,General,Low,Resolved,1.17,7.28,AGT-01,5,Feature request: dark mode
TKT-0103,2024-02-25 17:15:37,General,Medium,Escalated,1.31,,AGT-02,,Clarification on data retention policy
TKT-0058,2024-02-25 19:13:06,General,High,Resolved,0.77,9.24,AGT-04,5,How to add a team member
TKT-0006,2024-02-25 19:46:58,General,Medium,Resolved,2.94,7.87,AGT-01,4,Clarification on data retention policy
TKT-0267,2024-02-25 23:00:05,Technical,High,Open,2.35,,AGT-01,,Dashboard charts fail to render
TKT-0478,2024-02-26 03:38:39,Billing,Medium,Open,1.22,,AGT-03,,Unable to update payment method
TKT-0061,2024-02-26 04:20:34,General,Medium,Resolved,4.47,4.97,AGT-03,2,Feature request: dark mode
TKT-0020,2024-02-26 08:29:00,Technical,Critical,Resolved,2.01,12.46,AGT-01,4,Data export times out on large accounts
TKT-0483,2024-02-26 10:52:09,Billing,Critical,Resolved,0.47,7.96,AGT-10,4,Unable to update payment method
TKT-0263,2024-02-26 11:33:33,Billing,High,Open,1.5,,AGT-06,,Unable to update payment method
TKT-0213,2024-02-26 14:55:02,Technical,Medium,Open,5.89,,AGT-06,,API returns stale results after update
TKT-0418,2024-02-26 17:32:28,Technical,Medium,Escalated,4.01,,AGT-01,,Webhook deliveries silently dropped
TKT-0177,2024-02-26 19:49:12,General,Medium,Resolved,1.15,6.35,AGT-11,2,How to add a team member
TKT-0211,2024-02-27 00:53:46,Billing,High,Open,1.41,,AGT-08,,Duplicate charge on monthly invoice
TKT-0144,2024-02-27 00:55:33,Technical,Medium,Resolved,6.87,14.46,AGT-11,4,Login fails with 500 error
TKT-0108,2024-02-27 02:22:03,Technical,Medium,Resolved,6.13,10.29,AGT-10,4,SSO redirect loop after password reset
TKT-0438,2024-02-27 05:31:12,Billing,High,Resolved,3.12,3.9,AGT-07,5,Unable to update payment method
TKT-0011,2024-02-27 08:07:24,Technical,High,Resolved,2.43,14.66,AGT-04,5,Mobile app crashes on startup
TKT-0444,2024-02-27 08:36:40,Billing,Low,Resolved,2.53,14.44,AGT-11,4,Duplicate charge on monthly invoice
TKT-0492,2024-02-27 10:51:38,Billing,Medium,Resolved,4.42,7.65,AGT-10,5,Duplicate charge on monthly invoice
TKT-0292,2024-02-27 10:56:28,General,Medium,Open,2.42,,AGT-11,,Question about plan limits
TKT-0135,2024-02-27 16:16:34,Technical,Medium,Open,11.48,,AGT-12,,Login fails with 500 error
TKT-0472,2024-02-27 16:18:54,General,Medium,Escalated,3.37,,AGT-12,,Clarification on data retention policy
TKT-0062,2024-02-28 03:44:03,Technical,High,Resolved,2.05,12.71,AGT-04,5,Data export times out on large accounts
TKT-0441,2024-02-28 15:19:03,Billing,Medium,Open,9.39,,AGT-10,,Unable to update payment method
TKT-0123,2024-02-28 19:19:30,Billing,Low,Resolved,8.32,8.82,AGT-10,4,Duplicate charge on monthly invoice
TKT-0090,2024-02-28 19:35:16,General,Medium,Escalated,3.72,,AGT-02,,Request for onboarding session
TKT-0435,2024-02-28 19:47:12,Billing,Critical,Resolved,0.35,6.51,AGT-05,4,Promo code not applied at checkout
TKT-0471,2024-02-29 16:13:26,Technical,High,Resolved,1.22,8.99,AGT-09,4,Dashboard charts fail to render
TKT-0352,2024-02-29 17:42:10,General,Low,Open,2.36,,AGT-12,,Clarification on data retention policy
TKT-0368,2024-02-29 18:11:55,Technical,Low,Resolved,4.9,8.08,AGT-10,5,Mobile app crashes on startup
TKT-0333,2024-02-29 22:35:08,Technical,Medium,Resolved,7.49,14.48,AGT-09,5,Dashboard charts fail to render
TKT-0465,2024-03-01 01:44:40,Technical,Medium,Resolved,6.57,15.79,AGT-08,1,Login fails with 500 error
TKT-0184,2024-03-01 14:53:30,Billing,Medium,Resolved,2.2,10.73,AGT-10,5,Promo code not applied at checkout
TKT-0150,2024-03-01 16:24:16,Technical,High,Resolved,1.49,22.91,AGT-12,4,Dashboard charts fail to render
TKT-0229,2024-03-02 02:07:24,Technical,Medium,Open,2.85,,AGT-09,,Webhook deliveries silently dropped
TKT-0255,2024-03-02 02:59:08,Technical,High,Resolved,2.42,15.66,AGT-04,2,Data export times out on large accounts
TKT-0195,2024-03-02 06:14:08,Billing,Low,Resolved,6.09,6.59,AGT-09,5,Subscription renewed despite cancellation
TKT-0082,2024-03-02 07:00:54,Technical,High,Resolved,2.99,15.55,AGT-10,5,API returns stale results after update
TKT-0050,2024-03-02 09:21:27,Technical,Low,Open,13.67,,AGT-04,,API returns stale results after update
TKT-0045,2024-03-02 12:22:38,Technical,High,Escalated,7.17,,AGT-09,,Mobile app crashes on startup
TKT-0153,2024-03-02 13:33:16,Billing,Low,Resolved,14.14,9.87,AGT-05,5,Refund not received after cancellation
TKT-0111,2024-03-02 17:43:49,General,Medium,Resolved,1.96,2.46,AGT-03,3,Request for onboarding session
TKT-0005,2024-03-02 18:43:21,Technical,Low,Escalated,4.69,,AGT-09,,Data export times out on large accounts
TKT-0347,2024-03-03 00:14:42,Technical,Medium,Open,2.77,,AGT-11,,SSO redirect loop after password reset
TKT-0163,2024-03-03 11:20:04,General,Medium,Resolved,2.21,7.29,AGT-08,1,Feature request: dark mode
TKT-0234,2024-03-03 11:45:02,Billing,Low,Resolved,7.02,12.96,AGT-04,3,Duplicate charge on monthly invoice
TKT-0421,2024-03-03 14:04:48,Technical,Medium,Resolved,2.04,11.77,AGT-05,4,SSO redirect loop after password reset
TKT-0018,2024-03-03 14:52:53,General,Low,Resolved,2.02,4.8,AGT-05,5,How to add a team member
TKT-0370,2024-03-03 16:38:45,Billing,Medium,Resolved,2.31,8.15,AGT-08,5,Promo code not applied at checkout
TKT-0389,2024-03-03 17:48:42,Technical,Low,Resolved,6.36,124.91,AGT-12,5,Dashboard charts fail to render
TKT-0014,2024-03-03 20:06:33,Billing,Low,Resolved,21.66,14.83,AGT-07,5,Invoice shows incorrect tax amount
TKT-0034,2024-03-03 23:19:25,Technical,High,Escalated,3.76,,AGT-12,,API returns stale results after update
TKT-0067,2024-03-04 18:07:50,Billing,Medium,Resolved,3.6,9.65,AGT-09,5,Promo code not applied at checkout
TKT-0167,2024-03-04 18:18:57,General,Medium,Resolved,1.22,2.18,AGT-04,4,Question about plan limits
TKT-0324,2024-03-04 19:27:52,General,High,Resolved,0.6,7.08,AGT-07,1,Question about plan limits
TKT-0392,2024-03-04 21:42:12,General,Low,Resolved,3.43,11.13,AGT-01,3,How to add a team member
TKT-0146,2024-03-04 22:45:34,Billing,Medium,Resolved,2.29,2.79,AGT-02,5,Unable to update payment method
TKT-0083,2024-03-04 22:48:48,Technical,Medium,Resolved,4.38,154.87,AGT-11,1,Webhook deliveries silently dropped
TKT-0224,2024-03-04 23:52:36,Technical,High,Resolved,2.82,23.77,AGT-01,5,Data export times out on large accounts
TKT-0388,2024-03-05 02:12:01,Technical,High,Resolved,1.7,30.15,AGT-02,1,Login fails with 500 error
TKT-0336,2024-03-05 02:17:27,Technical,Medium,Escalated,6.83,,AGT-07,,Data export times out on large accounts
TKT-0269,2024-03-05 02:19:25,General,Low,Resolved,3.84,4.34,AGT-11,4,Request for onboarding session
TKT-0112,2024-03-05 03:45:39,Technical,Medium,Resolved,3.73,31.45,AGT-02,5,Data export times out on large accounts
TKT-0409,2024-03-05 03:57:51,Billing,Low,Resolved,2.52,12.69,AGT-05,4,Refund not received after cancellation
TKT-0385,2024-03-05 06:41:41,General,High,Escalated,0.68,,AGT-02,,Question about plan limits
TKT-0174,2024-03-05 11:48:52,Technical,Medium,Resolved,10.78,37.78,AGT-03,5,Login fails with 500 error
TKT-0047,2024-03-05 13:03:40,Technical,Low,Escalated,4.97,,AGT-02,,Mobile app crashes on startup
TKT-0272,2024-03-05 14:40:07,Billing,Low,Resolved,5.91,11.45,AGT-09,4,Subscription renewed despite cancellation
TKT-0209,2024-03-06 00:27:02,Technical,Medium,Resolved,3.34,16.87,AGT-11,1,SSO redirect loop after password reset
TKT-0298,2024-03-06 00:40:52,Technical,Low,Resolved,7.63,48.24,AGT-05,2,Data export times out on large accounts
TKT-0190,2024-03-06 03:19:03,Technical,Medium,Resolved,8.83,30.25,AGT-06,3,API returns stale results after update
TKT-0134,2024-03-06 04:47:31,Billing,Medium,Resolved,1.87,20.28,AGT-03,3,Invoice shows incorrect tax amount
TKT-0410,2024-03-06 05:38:57,Technical,High,Resolved,2.4,8.23,AGT-05,5,API returns stale results after update
TKT-0152,2024-03-06 07:59:05,Billing,Low,Resolved,5.81,9.09,AGT-07,4,Invoice shows incorrect tax amount
TKT-0296,2024-03-06 11:03:35,Billing,Low,Resolved,1.12,12.21,AGT-01,2,Unable to update payment method
TKT-0261,2024-03-06 14:21:13,Technical,Medium,Resolved,5.47,41.1,AGT-08,3,SSO redirect loop after password reset
TKT-0162,2024-03-06 18:37:17,Billing,High,Resolved,2.05,15.85,AGT-11,3,Subscription renewed despite cancellation
TKT-0240,2024-03-06 19:43:59,Technical,High,Resolved,4.94,12.61,AGT-04,2,Data export times out on large accounts
TKT-0170,2024-03-06 23:27:28,Technical,High,Escalated,5.12,,AGT-11,,API returns stale results after update
TKT-0245,2024-03-07 03:27:24,Technical,Medium,Resolved,6.14,29.47,AGT-07,4,API returns stale results after update
TKT-0019,2024-03-07 07:01:30,General,Medium,Resolved,4.44,4.94,AGT-08,5,How to add a team member
TKT-0201,2024-03-07 08:01:05,Technical,Medium,Resolved,3.35,24.18,AGT-12,5,Data export times out on large accounts
TKT-0040,2024-03-07 11:22:58,Billing,Medium,Resolved,1.97,16.87,AGT-10,4,Duplicate charge on monthly invoice
TKT-0290,2024-03-07 13:25:19,Technical,Low,Resolved,2.36,33.45,AGT-04,4,Data export times out on large accounts
TKT-0381,2024-03-07 20:26:41,Technical,Medium,Open,2.85,,AGT-01,,API returns stale results after update
TKT-0414,2024-03-07 21:27:29,Technical,Low,Open,3.55,,AGT-04,,SSO redirect loop after password reset
TKT-0126,2024-03-08 07:01:48,Technical,Medium,Resolved,7.35,21.16,AGT-01,2,SSO redirect loop after password reset
TKT-0449,2024-03-08 20:48:30,Technical,Medium,Escalated,3.03,,AGT-09,,API returns stale results after update
TKT-0008,2024-03-08 23:15:30,General,Low,Resolved,2.56,9.07,AGT-06,4,Clarification on data retention policy
TKT-0340,2024-03-09 01:04:04,General,Medium,Open,3.24,,AGT-10,,Feature request: dark mode
TKT-0262,2024-03-09 02:51:43,Technical,Low,Resolved,6.58,17.75,AGT-05,4,API returns stale results after update
TKT-0432,2024-03-09 07:43:35,Technical,Critical,Resolved,1.37,16.45,AGT-02,5,Dashboard charts fail to render
TKT-0104,2024-03-09 12:53:12,Technical,Medium,Resolved,7.48,16.31,AGT-01,4,API returns stale results after update
TKT-0178,2024-03-09 14:22:59,Billing,Medium,Escalated,0.96,,AGT-07,,Promo code not applied at checkout
TKT-0384,2024-03-09 18:49:05,Billing,Low,Resolved,6.66,17.06,AGT-10,3,Unable to update payment method
TKT-0237,2024-03-09 19:02:56,Technical,High,Resolved,2.1,14.85,AGT-12,2,API returns stale results after update
TKT-0010,2024-03-09 19:56:00,Billing,Medium,Resolved,1.28,13.36,AGT-05,4,Invoice shows incorrect tax amount
TKT-0342,2024-03-10 01:01:07,Technical,Critical,Resolved,2.73,41.78,AGT-11,5,Data export times out on large accounts
TKT-0376,2024-03-10 05:33:43,Technical,Medium,Resolved,1.02,17.63,AGT-03,5,Data export times out on large accounts
TKT-0141,2024-03-10 06:38:53,Technical,Low,Resolved,4.02,18.6,AGT-08,4,API returns stale results after update
TKT-0129,2024-03-10 06:55:14,General,High,Resolved,0.72,22.82,AGT-03,3,How to add a team member
TKT-0204,2024-03-10 10:31:14,Billing,Low,Resolved,1.44,10.02,AGT-07,2,Subscription renewed despite cancellation
TKT-0260,2024-03-10 12:11:21,Technical,Medium,Resolved,3.04,17.64,AGT-03,3,Webhook deliveries silently dropped
TKT-0105,2024-03-10 19:02:05,Billing,Low,Resolved,2.65,3.44,AGT-09,4,Subscription renewed despite cancellation
TKT-0185,2024-03-10 20:07:29,Technical,Low,Resolved,3.38,41.91,AGT-10,3,Login fails with 500 error
TKT-0491,2024-03-10 20:29:50,Technical,Medium,Resolved,3.08,20.96,AGT-10,5,SSO redirect loop after password reset
TKT-0087,2024-03-11 14:18:24,Billing,Medium,Open,5.92,,AGT-07,,Refund not received after cancellation
TKT-0469,2024-03-11 14:57:12,Technical,Critical,Escalated,0.79,,AGT-09,,Mobile app crashes on startup
TKT-0345,2024-03-11 16:12:36,General,High,Resolved,2.11,6.06,AGT-05,3,Question about plan limits
TKT-0427,2024-03-11 23:52:56,Technical,Medium,Open,4.85,,AGT-11,,Data export times out on large accounts
TKT-0173,2024-03-12 00:28:30,General,Low,Resolved,3.59,9.42,AGT-11,4,Request for onboarding session
TKT-0357,2024-03-12 12:15:33,Technical,Critical,Resolved,0.59,24.71,AGT-01,3,Login fails with 500 error
TKT-0428,2024-03-12 19:21:12,Technical,Medium,Escalated,4.58,,AGT-01,,Dashboard charts fail to render
TKT-0393,2024-03-12 19:36:16,Technical,Medium,Resolved,3.41,53.5,AGT-04,4,Login fails with 500 error
TKT-0070,2024-03-13 05:41:28,Technical,Critical,Escalated,1.67,,AGT-03,,Login fails with 500 error
TKT-0054,2024-03-13 05:49:26,Billing,Low,Escalated,3.69,,AGT-04,,Invoice shows incorrect tax amount
TKT-0013,2024-03-13 05:50:40,General,Low,Resolved,2.96,5.31,AGT-03,4,Clarification on data retention policy
TKT-0361,2024-03-13 09:47:42,Technical,Medium,Resolved,7.75,25.25,AGT-08,4,Data export times out on large accounts
